Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-100032,2019-11-10,2019-11-14,Second Class,CUST-5349,Customer 20,Home Office,United States,Chicago,Illinois,Central,PR-55309,Furniture,Tables,Tables Model 694,938.52,6,0.1,-37.65
ORD-100033,2018-10-05,2018-10-09,Standard Class,CUST-8144,Customer 1,Corporate,United States,Worcester,Massachusetts,East,PR-19171,Office Supplies,Labels,Labels Model 145,155.25,3,0.05,0.84
ORD-100034,2020-09-22,2020-09-25,Same Day,CUST-7691,Customer 168,Home Office,United States,Peoria,Illinois,Central,PR-82667,Furniture,Bookcases,Bookcases Model 782,827.25,5,0.05,103.25
ORD-100035,2017-09-18,2017-09-20,Second Class,CUST-5930,Customer 208,Corporate,United States,Greensboro,North Carolina,South,PR-37549,Technology,Accessories,Accessories Model 730,1591.38,9,0.0,280.59
ORD-100036,2019-05-31,2019-06-07,Standard Class,CUST-8752,Customer 377,Home Office,United States,Fort Wayne,Indiana,Central,PR-47196,Furniture,Tables,Tables Model 623,219.44,1,0.0,-23.42
ORD-100037,2019-11-22,2019-11-28,Second Class,CUST-4262,Customer 76,Consumer,United States,Chicago,Illinois,Central,PR-72277,Technology,Computers,Computers Model 330,346.42,2,0.0,57.69
ORD-100038,2020-06-05,2020-06-12,Same Day,CUST-7291,Customer 254,Consumer,United States,Springfield,Massachusetts,East,PR-95990,Technology,Accessories,Accessories Model 835,805.48,4,0.0,108.61
ORD-100039,2020-11-09,2020-11-10,Same Day,CUST-5082,Customer 63,Consumer,United States,Boston,Massachusetts,East,PR-97500,Office Supplies,Art,Art Model 151,183.54,7,0.0,19.92
ORD-100040,2019-12-24,2019-12-29,Standard Class,CUST-9976,Customer 229,Home Office,United States,Evansville,Indiana,Central,PR-68991,Technology,Copiers,Copiers Model 950,928.75,5,0.0,125.07
ORD-100041,2018-06-15,2018-06-22,First Class,CUST-8206,Customer 40,Consumer,United States,Eugene,Oregon,West,PR-54020,Furniture,Tables,Tables Model 381,730.94,7,0.0,23.08
ORD-100042,2018-10-17,2018-10-22,Standard Class,CUST-3503,Customer 362,Consumer,United States,Philadelphia,Pennsylvania,East,PR-63424,Office Supplies,Art,Art Model 810,85.76,2,0.0,26.35
ORD-100043,2018-11-09,2018-11-14,Same Day,CUST-1320,Customer 392,Corporate,United States,Charlotte,North Carolina,South,PR-56105,Office Supplies,Art,Art Model 498,0.45,3,0.0,-0.0
ORD-100044,2018-09-04,2018-09-11,Same Day,CUST-4595,Customer 140,Corporate,United States,Greensboro,North Carolina,South,PR-60968,Technology,Accessories,Accessories Model 599,486.48,2,0.0,27.44
ORD-100045,2018-11-20,2018-11-26,Same Day,CUST-1444,Customer 43,Consumer,United States,Orlando,Florida,South,PR-33819,Office Supplies,Paper,Paper Model 503,175.72,4,0.0,22.16
ORD-100046,2017-04-13,2017-04-16,Same Day,CUST-7211,Customer 143,Corporate,United States,Atlanta,Georgia,South,PR-71644,Furniture,Bookcases,Bookcases Model 445,872.7,6,0.1,109.04
ORD-100047,2017-02-09,2017-02-15,Second Class,CUST-1659,Customer 387,Consumer,United States,Newark,New Jersey,East,PR-12671,Technology,Phones,Phones Model 899,625.29,3,0.0,86.12
ORD-100048,2020-06-26,2020-06-28,First Class,CUST-4571,Customer 239,Corporate,United States,Spokane,Washington,West,PR-89415,Technology,Phones,Phones Model 677,546.96,3,0.0,155.86
ORD-100049,2020-05-28,2020-06-03,Standard Class,CUST-7149,Customer 204,Consumer,United States,Pittsburgh,Pennsylvania,East,PR-92213,Office Supplies,Paper,Paper Model 419,506.94,7,0.2,73.42
ORD-100050,2018-05-13,2018-05-14,First Class,CUST-8018,Customer 339,Consumer,United States,Peoria,Illinois,Central,PR-94874,Office Supplies,Labels,Labels Model 645,386.36,4,0.05,27.91
ORD-100051,2018-11-30,2018-12-01,Standard Class,CUST-8532,Customer 363,Corporate,United States,Charlotte,North Carolina,South,PR-78386,Furniture,Bookcases,Bookcases Model 750,402.9,3,0.05,66.95
ORD-100052,2020-08-25,2020-08-28,First Class,CUST-5022,Customer 45,Corporate,United States,Raleigh,North Carolina,South,PR-70910,Technology,Computers,Computers Model 430,419.44,2,0.1,70.59
ORD-100053,2020-03-13,2020-03-18,First Class,CUST-8988,Customer 109,Corporate,United States,Atlanta,Georgia,South,PR-46655,Furniture,Bookcases,Bookcases Model 286,744.6,4,0.05,-28.06
ORD-100054,2020-05-05,2020-05-11,Standard Class,CUST-7658,Customer 251,Home Office,United States,Peoria,Illinois,Central,PR-94659,Office Supplies,Paper,Paper Model 347,209.08,4,0.0,10.93
ORD-100055,2020-12-28,2021-01-01,First Class,CUST-4986,Customer 157,Corporate,United States,Houston,Texas,South,PR-79588,Furniture,Tables,Tables Model 514,487.17,3,0.0,11.51
ORD-100056,2018-12-06,2018-12-10,Second Class,CUST-5118,Customer 119,Home Office,United States,Lansing,Michigan,Central,PR-51359,Furniture,Bookcases,Bookcases Model 413,274.0,2,0.05,26.13
ORD-100057,2017-09-02,2017-09-08,First Class,CUST-9595,Customer 306,Consumer,United States,Seattle,Washington,West,PR-48829,Technology,Copiers,Copiers Model 383,703.89,3,0.1,96.46
ORD-100058,2018-04-11,2018-04-14,First Class,CUST-1745,Customer 28,Home Office,United States,Portland,Oregon,West,PR-93606,Technology,Accessories,Accessories Model 380,837.32,4,0.0,291.0
ORD-100059,2019-10-03,2019-10-04,First Class,CUST-4020,Customer 27,Corporate,United States,Jersey City,New Jersey,East,PR-18564,Furniture,Furnishings,Furnishings Model 448,448.32,3,0.0,22.92
ORD-100060,2019-04-01,2019-04-05,Same Day,CUST-5066,Customer 61,Home Office,United States,New York City,New York,East,PR-91057,Office Supplies,Labels,Labels Model 187,176.26,2,0.0,34.74
ORD-100061,2018-04-08,2018-04-15,Second Class,CUST-1986,Customer 313,Consumer,United States,Raleigh,North Carolina,South,PR-37659,Furniture,Furnishings,Furnishings Model 412,760.45,5,0.2,108.5
ORD-100062,2018-06-26,2018-07-02,Same Day,CUST-1043,Customer 210,Home Office,United States,Philadelphia,Pennsylvania,East,PR-71592,Office Supplies,Paper,Paper Model 260,101.48,2,0.0,17.23
ORD-100063,2018-08-20,2018-08-21,Standard Class,CUST-4824,Customer 136,Corporate,United States,Eugene,Oregon,West,PR-81376,Furniture,Furnishings,Furnishings Model 172,880.02,6,0.0,156.32
ORD-100064,2018-04-06,2018-04-12,First Class,CUST-6039,Customer 305,Corporate,United States,Portland,Oregon,West,PR-71433,Office Supplies,Paper,Paper Model 269,242.94,3,0.0,-14.82
ORD-100065,2020-11-11,2020-11-14,Second Class,CUST-2317,Customer 307,Corporate,United States,Augusta,Georgia,South,PR-52247,Technology,Copiers,Copiers Model 548,1283.12,8,0.1,442.46
ORD-100066,2020-05-21,2020-05-24,Second Class,CUST-5415,Customer 296,Consumer,United States,New York City,New York,East,PR-78021,Technology,Phones,Phones Model 883,395.58,2,0.05,64.55
ORD-100067,2020-08-27,2020-08-31,Same Day,CUST-8700,Customer 179,Corporate,United States,Cincinnati,Ohio,Central,PR-97835,Furniture,Furnishings,Furnishings Model 193,586.24,4,0.0,119.46
ORD-100068,2017-08-03,2017-08-10,Second Class,CUST-7561,Customer 390,Corporate,United States,Salem,Oregon,West,PR-51224,Technology,Copiers,Copiers Model 395,415.56,2,0.2,76.54
ORD-100069,2018-06-01,2018-06-04,First Class,CUST-1888,Customer 97,Home Office,United States,Worcester,Massachusetts,East,PR-91973,Office Supplies,Art,Art Model 523,62.58,7,0.0,10.86
ORD-100070,2019-06-25,2019-07-02,Same Day,CUST-8178,Customer 358,Consumer,United States,Pittsburgh,Pennsylvania,East,PR-92578,Technology,Accessories,Accessories Model 394,621.81,3,0.05,239.09
ORD-100071,2020-05-31,2020-06-07,Standard Class,CUST-7684,Customer 48,Consumer,United States,Spokane,Washington,West,PR-25396,Technology,Phones,Phones Model 665,1316.16,6,0.0,443.37
ORD-100072,2020-08-19,2020-08-26,Standard Class,CUST-8905,Customer 242,Corporate,United States,Carson City,Nevada,West,PR-28958,Furniture,Bookcases,Bookcases Model 525,196.14,2,0.0,44.02
ORD-100073,2019-02-25,2019-02-27,Second Class,CUST-9318,Customer 137,Corporate,United States,San Francisco,California,West,PR-49132,Furniture,Bookcases,Bookcases Model 906,593.4,6,0.0,44.18
ORD-100074,2020-04-17,2020-04-22,Same Day,CUST-6446,Customer 283,Corporate,United States,Orlando,Florida,South,PR-34727,Technology,Copiers,Copiers Model 453,1055.0,5,0.0,111.84
ORD-100075,2020-11-29,2020-12-01,Same Day,CUST-8749,Customer 362,Corporate,United States,Orlando,Florida,South,PR-95461,Office Supplies,Labels,Labels Model 862,170.45,5,0.0,6.94
ORD-100076,2017-11-08,2017-11-12,Second Class,CUST-2644,Customer 226,Home Office,United States,Harrisburg,Pennsylvania,East,PR-12011,Technology,Computers,Computers Model 990,313.96,2,0.0,56.78
ORD-100077,2017-10-23,2017-10-27,Second Class,CUST-7512,Customer 333,Corporate,United States,San Francisco,California,West,PR-79942,Furniture,Bookcases,Bookcases Model 738,496.32,3,0.0,99.49
ORD-100078,2019-02-18,2019-02-21,Second Class,CUST-5708,Customer 117,Corporate,United States,Austin,Texas,South,PR-93066,Office Supplies,Binders,Binders Model 746,226.62,3,0.0,13.14
ORD-100079,2020-12-12,2020-12-19,Second Class,CUST-1753,Customer 167,Corporate,United States,Boston,Massachusetts,East,PR-59131,Technology,Computers,Computers Model 129,383.5,2,0.0,-11.58
ORD-100080,2019-06-02,2019-06-04,Same Day,CUST-3868,Customer 41,Home Office,United States,Carson City,Nevada,West,PR-41566,Technology,Accessories,Accessories Model 274,902.16,4,0.05,86.74
ORD-100081,2019-10-17,2019-10-22,Second Class,CUST-5183,Customer 342,Corporate,United States,Spokane,Washington,West,PR-98815,Technology,Computers,Computers Model 570,737.13,3,0.0,-33.67
ORD-100082,2020-01-25,2020-01-27,First Class,CUST-7951,Customer 354,Corporate,United States,Springfield,Massachusetts,East,PR-36111,Technology,Computers,Computers Model 754,504.48,3,0.0,67.88
ORD-100083,2019-02-27,2019-03-06,First Class,CUST-5847,Customer 359,Consumer,United States,Houston,Texas,South,PR-61879,Furniture,Bookcases,Bookcases Model 688,599.04,4,0.0,136.58
ORD-100084,2018-07-17,2018-07-18,First Class,CUST-4115,Customer 318,Home Office,United States,Springfield,Massachusetts,East,PR-96400,Office Supplies,Labels,Labels Model 324,118.65,5,0.0,-2.17
ORD-100085,2020-10-26,2020-11-02,First Class,CUST-8222,Customer 18,Home Office,United States,San Diego,California,West,PR-21813,Technology,Phones,Phones Model 416,902.4,5,0.0,136.52
ORD-100086,2018-08-28,2018-08-31,Standard Class,CUST-9221,Customer 140,Corporate,United States,Miami,Florida,South,PR-48684,Office Supplies,Labels,Labels Model 643,-30.16,2,0.2,-4.55
ORD-100087,2018-11-25,2018-12-02,First Class,CUST-7511,Customer 286,Consumer,United States,Boston,Massachusetts,East,PR-11824,Office Supplies,Binders,Binders Model 980,65.4,2,0.0,12.79
ORD-100088,2018-06-26,2018-07-01,First Class,CUST-7242,Customer 327,Consumer,United States,Springfield,Massachusetts,East,PR-40647,Technology,Computers,Computers Model 698,1098.36,6,0.0,109.61
ORD-100089,2019-08-24,2019-08-25,Same Day,CUST-5951,Customer 333,Consumer,United States,Cincinnati,Ohio,Central,PR-15943,Office Supplies,Art,Art Model 817,42.81,3,0.0,8.55
ORD-100090,2017-03-18,2017-03-21,Same Day,CUST-8432,Customer 190,Home Office,United States,Houston,Texas,South,PR-30253,Office Supplies,Binders,Binders Model 497,136.62,3,0.0,10.83
ORD-100091,2019-04-30,2019-05-06,Same Day,CUST-7070,Customer 112,Corporate,United States,Worcester,Massachusetts,East,PR-57537,Furniture,Bookcases,Bookcases Model 133,395.82,3,0.0,61.76
ORD-100092,2017-07-23,2017-07-29,Second Class,CUST-3001,Customer 233,Home Office,United States,Detroit,Michigan,Central,PR-94109,Furniture,Bookcases,Bookcases Model 294,775.45,5,0.0,68.97
ORD-100093,2020-08-02,2020-08-07,Standard Class,CUST-4362,Customer 36,Home Office,United States,Buffalo,New York,East,PR-40539,Office Supplies,Binders,Binders Model 905,170.06,2,0.0,24.73
ORD-100094,2018-11-04,2018-11-11,Second Class,CUST-5106,Customer 90,Home Office,United States,San Francisco,California,West,PR-27275,Office Supplies,Binders,Binders Model 653,185.49,3,0.0,14.45
ORD-100095,2017-01-31,2017-02-03,Same Day,CUST-3076,Customer 380,Home Office,United States,Portland,Oregon,West,PR-18330,Office Supplies,Labels,Labels Model 153,178.26,6,0.0,-18.37
ORD-100096,2019-09-03,2019-09-07,First Class,CUST-1710,Customer 373,Corporate,United States,Springfield,Illinois,Central,PR-14082,Technology,Accessories,Accessories Model 729,1133.85,5,0.0,237.61
ORD-100097,2017-05-05,2017-05-09,Second Class,CUST-8267,Customer 38,Corporate,United States,Greensboro,North Carolina,South,PR-29442,Office Supplies,Art,Art Model 829,240.6,4,0.0,18.88
ORD-100098,2017-05-15,2017-05-17,Same Day,CUST-9282,Customer 310,Consumer,United States,Grand Rapids,Michigan,Central,PR-24996,Technology,Computers,Computers Model 564,1124.55,5,0.0,128.64
ORD-100099,2020-09-02,2020-09-08,Same Day,CUST-8430,Customer 205,Home Office,United States,Reno,Nevada,West,PR-50966,Office Supplies,Art,Art Model 447,531.66,6,0.0,40.16
ORD-100100,2019-05-25,2019-05-28,Second Class,CUST-2494,Customer 44,Corporate,United States,Detroit,Michigan,Central,PR-58843,Technology,Copiers,Copiers Model 168,1060.74,6,0.0,80.12
ORD-100101,2017-09-24,2017-09-29,Second Class,CUST-7929,Customer 370,Corporate,United States,Paterson,New Jersey,East,PR-50953,Office Supplies,Art,Art Model 462,332.52,6,0.0,127.81
ORD-100102,2018-12-22,2018-12-23,First Class,CUST-2773,Customer 180,Consumer,United States,Tacoma,Washington,West,PR-85248,Furniture,Tables,Tables Model 967,203.46,1,0.1,25.46
ORD-100103,2018-04-09,2018-04-16,First Class,CUST-3955,Customer 140,Corporate,United States,Austin,Texas,South,PR-10800,Technology,Computers,Computers Model 129,991.2,4,0.1,132.81
ORD-100104,2018-01-07,2018-01-14,Same Day,CUST-9691,Customer 111,Corporate,United States,Las Vegas,Nevada,West,PR-54681,Office Supplies,Paper,Paper Model 193,155.01,3,0.0,35.56
ORD-100105,2017-11-19,2017-11-22,Second Class,CUST-3549,Customer 81,Home Office,United States,Lansing,Michigan,Central,PR-45665,Technology,Phones,Phones Model 153,464.26,2,0.0,65.79
ORD-100106,2019-06-27,2019-07-03,Second Class,CUST-4531,Customer 387,Corporate,United States,Greensboro,North Carolina,South,PR-24534,Furniture,Furnishings,Furnishings Model 379,940.5,5,0.0,-1.74
ORD-100107,2018-08-04,2018-08-10,Standard Class,CUST-1897,Customer 4,Corporate,United States,Atlanta,Georgia,South,PR-27987,Office Supplies,Art,Art Model 713,149.4,3,0.0,-1.78
ORD-100108,2018-06-08,2018-06-11,Standard Class,CUST-3116,Customer 195,Home Office,United States,Chicago,Illinois,Central,PR-97562,Furniture,Furnishings,Furnishings Model 279,597.4,5,0.1,70.79
ORD-100109,2018-12-27,2018-12-28,Same Day,CUST-6129,Customer 295,Home Office,United States,Dallas,Texas,South,PR-93904,Office Supplies,Art,Art Model 179,150.06,3,0.0,20.38
ORD-100110,2019-05-06,2019-05-09,First Class,CUST-8538,Customer 354,Consumer,United States,Boston,Massachusetts,East,PR-23875,Furniture,Tables,Tables Model 920,439.65,3,0.0,41.99
ORD-100111,2018-05-14,2018-05-18,Standard Class,CUST-6456,Customer 399,Consumer,United States,Dallas,Texas,South,PR-92998,Furniture,Bookcases,Bookcases Model 326,227.1,1,0.0,-6.97
ORD-100112,2017-08-22,2017-08-27,First Class,CUST-2684,Customer 75,Consumer,United States,Salem,Oregon,West,PR-88957,Technology,Accessories,Accessories Model 341,823.35,5,0.0,181.44
ORD-100113,2017-11-10,2017-11-17,First Class,CUST-8354,Customer 349,Home Office,United States,Harrisburg,Pennsylvania,East,PR-29786,Furniture,Furnishings,Furnishings Model 872,1068.42,6,0.0,221.33
ORD-100114,2019-06-20,2019-06-21,Second Class,CUST-1920,Customer 181,Corporate,United States,Greensboro,North Carolina,South,PR-69233,Furniture,Bookcases,Bookcases Model 705,402.78,3,0.0,51.93
ORD-100115,2017-03-19,2017-03-20,Same Day,CUST-9307,Customer 197,Home Office,United States,Detroit,Michigan,Central,PR-15376,Technology,Phones,Phones Model 729,448.84,2,0.05,45.18
ORD-100116,2019-07-11,2019-07-18,First Class,CUST-8381,Customer 53,Home Office,United States,Eugene,Oregon,West,PR-76132,Furniture,Tables,Tables Model 163,671.16,4,0.0,32.92
ORD-100117,2020-08-16,2020-08-18,Standard Class,CUST-9564,Customer 313,Corporate,United States,Harrisburg,Pennsylvania,East,PR-47079,Furniture,Furnishings,Furnishings Model 636,199.82,2,0.05,48.69
ORD-100118,2019-03-05,2019-03-09,Same Day,CUST-6401,Customer 49,Corporate,United States,Peoria,Illinois,Central,PR-96057,Technology,Computers,Computers Model 167,613.2,4,0.0,159.8
ORD-100119,2020-05-19,2020-05-26,Same Day,CUST-6082,Customer 336,Consumer,United States,Portland,Oregon,West,PR-21104,Technology,Accessories,Accessories Model 458,916.6,4,0.05,171.46
ORD-100120,2018-09-27,2018-10-02,First Class,CUST-7937,Customer 261,Consumer,United States,Atlanta,Georgia,South,PR-50483,Technology,Phones,Phones Model 761,418.46,2,0.0,12.13
ORD-100121,2018-01-05,2018-01-07,Second Class,CUST-2264,Customer 152,Home Office,United States,Indianapolis,Indiana,Central,PR-79013,Office Supplies,Binders,Binders Model 258,22.7,2,0.0,2.95
ORD-100122,2017-03-19,2017-03-25,Standard Class,CUST-3962,Customer 355,Home Office,United States,Cincinnati,Ohio,Central,PR-15726,Furniture,Tables,Tables Model 266,101.11,1,0.0,13.67
ORD-100123,2019-04-22,2019-04-25,First Class,CUST-9749,Customer 123,Corporate,United States,Carson City,Nevada,West,PR-58213,Furniture,Furnishings,Furnishings Model 339,630.72,4,0.0,112.44
ORD-100124,2020-10-21,2020-10-26,Standard Class,CUST-4271,Customer 310,Corporate,United States,Raleigh,North Carolina,South,PR-94040,Furniture,Furnishings,Furnishings Model 265,646.04,4,0.0,-20.28
ORD-100125,2019-09-12,2019-09-19,Standard Class,CUST-2374,Customer 391,Corporate,United States,Peoria,Illinois,Central,PR-77286,Technology,Phones,Phones Model 391,470.91,3,0.0,121.54
ORD-100126,2017-10-29,2017-11-05,Same Day,CUST-7797,Customer 28,Home Office,United States,Houston,Texas,South,PR-40903,Furniture,Bookcases,Bookcases Model 127,486.08,4,0.0,166.84
ORD-100127,2019-03-02,2019-03-03,Standard Class,CUST-6493,Customer 75,Consumer,United States,Columbus,Ohio,Central,PR-71925,Furniture,Chairs,Chairs Model 959,672.92,4,0.0,-48.4
ORD-100128,2020-11-26,2020-12-03,Standard Class,CUST-1311,Customer 132,Consumer,United States,Reno,Nevada,West,PR-89807,Technology,Phones,Phones Model 181,1027.0,5,0.0,171.01
ORD-100129,2019-12-17,2019-12-21,Same Day,CUST-4906,Customer 215,Consumer,United States,Newark,New Jersey,East,PR-75513,Furniture,Chairs,Chairs Model 148,586.85,5,0.0,101.49
ORD-100130,2020-05-07,2020-05-12,First Class,CUST-1025,Customer 315,Consumer,United States,Harrisburg,Pennsylvania,East,PR-64600,Office Supplies,Labels,Labels Model 539,95.54,2,0.0,17.39
ORD-100131,2018-01-19,2018-01-25,Same Day,CUST-8702,Customer 23,Corporate,United States,Newark,New Jersey,East,PR-12128,Technology,Phones,Phones Model 499,1233.6,8,0.2,191.66
ORD-100132,2019-01-02,2019-01-09,Second Class,CUST-6447,Customer 69,Corporate,United States,Newark,New Jersey,East,PR-54374,Technology,Phones,Phones Model 890,425.78,2,0.0,94.0
ORD-100133,2020-08-09,2020-08-11,First Class,CUST-8498,Customer 19,Consumer,United States,Greensboro,North Carolina,South,PR-36144,Office Supplies,Binders,Binders Model 164,52.71,3,0.1,10.69
ORD-100134,2017-03-27,2017-03-30,First Class,CUST-4131,Customer 147,Consumer,United States,Evansville,Indiana,Central,PR-53506,Furniture,Bookcases,Bookcases Model 137,862.8,8,0.0,112.25
ORD-100135,2018-07-14,2018-07-15,Same Day,CUST-6554,Customer 96,Home Office,United States,Fort Wayne,Indiana,Central,PR-58148,Technology,Copiers,Copiers Model 495,576.51,3,0.0,123.08
ORD-100136,2019-11-30,2019-12-03,Second Class,CUST-5813,Customer 165,Consumer,United States,Boston,Massachusetts,East,PR-96628,Furniture,Tables,Tables Model 658,914.82,6,0.1,153.59
ORD-100137,2018-08-29,2018-09-01,First Class,CUST-8325,Customer 22,Home Office,United States,Charlotte,North Carolina,South,PR-45986,Technology,Copiers,Copiers Model 459,1365.54,6,0.2,252.77
ORD-100138,2020-08-02,2020-08-09,Standard Class,CUST-9406,Customer 384,Consumer,United States,Rochester,New York,East,PR-89635,Technology,Copiers,Copiers Model 472,954.95,5,0.0,114.14
ORD-100139,2020-10-20,2020-10-27,Same Day,CUST-7001,Customer 186,Home Office,United States,Houston,Texas,South,PR-89310,Office Supplies,Binders,Binders Model 897,5.97,3,0.0,-0.0
